accs,plane,car,bird,cat,deer,dog,frog,horse,ship,truck,epochs_trained
0.4685,1058.0,1924.0,808.0,796.0,1699.0,1065.0,390.0,965.0,1768.0,299.0,50
0.4929,1058.0,1924.0,808.0,796.0,1699.0,1065.0,390.0,965.0,1768.0,299.0,60
0.234,1942.0,511.0,1277.0,534.0,486.0,824.0,1188.0,908.0,1145.0,71.0,10
0.3352,1942.0,511.0,1277.0,534.0,486.0,824.0,1188.0,908.0,1145.0,71.0,20
0.3985,1942.0,511.0,1277.0,534.0,486.0,824.0,1188.0,908.0,1145.0,71.0,30
0.4262,1942.0,511.0,1277.0,534.0,486.0,824.0,1188.0,908.0,1145.0,71.0,40
0.4447,1942.0,511.0,1277.0,534.0,486.0,824.0,1188.0,908.0,1145.0,71.0,50
0.479,1942.0,511.0,1277.0,534.0,486.0,824.0,1188.0,908.0,1145.0,71.0,60
0.2855,82.0,182.0,916.0,1803.0,1927.0,241.0,1967.0,1627.0,1823.0,1179.0,10
0.3552,82.0,182.0,916.0,1803.0,1927.0,241.0,1967.0,1627.0,1823.0,1179.0,20
0.3911,82.0,182.0,916.0,1803.0,1927.0,241.0,1967.0,1627.0,1823.0,1179.0,30
0.425,82.0,182.0,916.0,1803.0,1927.0,241.0,1967.0,1627.0,1823.0,1179.0,40
0.451,82.0,182.0,916.0,1803.0,1927.0,241.0,1967.0,1627.0,1823.0,1179.0,50
0.4646,82.0,182.0,916.0,1803.0,1927.0,241.0,1967.0,1627.0,1823.0,1179.0,60
0.2483,515.0,1182.0,169.0,236.0,1738.0,1711.0,3.0,236.0,1286.0,639.0,10
0.3214,515.0,1182.0,169.0,236.0,1738.0,1711.0,3.0,236.0,1286.0,639.0,20
0.3491,515.0,1182.0,169.0,236.0,1738.0,1711.0,3.0,236.0,1286.0,639.0,30
0.373,515.0,1182.0,169.0,236.0,1738.0,1711.0,3.0,236.0,1286.0,639.0,40
0.3842,515.0,1182.0,169.0,236.0,1738.0,1711.0,3.0,236.0,1286.0,639.0,50
0.4128,515.0,1182.0,169.0,236.0,1738.0,1711.0,3.0,236.0,1286.0,639.0,60
0.2707,1290.0,179.0,1765.0,1419.0,256.0,1745.0,574.0,1432.0,466.0,1519.0,10
0.3596,1290.0,179.0,1765.0,1419.0,256.0,1745.0,574.0,1432.0,466.0,1519.0,20
0.3979,1290.0,179.0,1765.0,1419.0,256.0,1745.0,574.0,1432.0,466.0,1519.0,30
0.4147,1290.0,179.0,1765.0,1419.0,256.0,1745.0,574.0,1432.0,466.0,1519.0,40
0.4521,1290.0,179.0,1765.0,1419.0,256.0,1745.0,574.0,1432.0,466.0,1519.0,50
0.4479,1290.0,179.0,1765.0,1419.0,256.0,1745.0,574.0,1432.0,466.0,1519.0,60
0.2803,1154.0,921.0,1988.0,1120.0,1075.0,901.0,263.0,900.0,1005.0,1281.0,10
0.3689,1154.0,921.0,1988.0,1120.0,1075.0,901.0,263.0,900.0,1005.0,1281.0,20
0.3999,1154.0,921.0,1988.0,1120.0,1075.0,901.0,263.0,900.0,1005.0,1281.0,30
0.4515,1154.0,921.0,1988.0,1120.0,1075.0,901.0,263.0,900.0,1005.0,1281.0,40
0.4757,1154.0,921.0,1988.0,1120.0,1075.0,901.0,263.0,900.0,1005.0,1281.0,50
0.4801,1154.0,921.0,1988.0,1120.0,1075.0,901.0,263.0,900.0,1005.0,1281.0,60
0.2754,1662.0,878.0,1666.0,1658.0,760.0,1925.0,362.0,1563.0,1131.0,1335.0,10
0.4124,1662.0,878.0,1666.0,1658.0,760.0,1925.0,362.0,1563.0,1131.0,1335.0,20
0.455,1662.0,878.0,1666.0,1658.0,760.0,1925.0,362.0,1563.0,1131.0,1335.0,30
0.4839,1662.0,878.0,1666.0,1658.0,760.0,1925.0,362.0,1563.0,1131.0,1335.0,40
0.4844,1662.0,878.0,1666.0,1658.0,760.0,1925.0,362.0,1563.0,1131.0,1335.0,50
0.5181,1662.0,878.0,1666.0,1658.0,760.0,1925.0,362.0,1563.0,1131.0,1335.0,60
0.2234,1559.0,1435.0,282.0,1912.0,797.0,268.0,14.0,1429.0,886.0,505.0,10
0.3099,1559.0,1435.0,282.0,1912.0,797.0,268.0,14.0,1429.0,886.0,505.0,20
0.368,1559.0,1435.0,282.0,1912.0,797.0,268.0,14.0,1429.0,886.0,505.0,30
0.3964,1559.0,1435.0,282.0,1912.0,797.0,268.0,14.0,1429.0,886.0,505.0,40
0.4049,1559.0,1435.0,282.0,1912.0,797.0,268.0,14.0,1429.0,886.0,505.0,50
0.4339,1559.0,1435.0,282.0,1912.0,797.0,268.0,14.0,1429.0,886.0,505.0,60
0.2361,404.0,1244.0,941.0,1198.0,1508.0,813.0,42.0,571.0,1994.0,31.0,10
0.346,404.0,1244.0,941.0,1198.0,1508.0,813.0,42.0,571.0,1994.0,31.0,20
0.3877,404.0,1244.0,941.0,1198.0,1508.0,813.0,42.0,571.0,1994.0,31.0,30
0.4091,404.0,1244.0,941.0,1198.0,1508.0,813.0,42.0,571.0,1994.0,31.0,40
0.4181,404.0,1244.0,941.0,1198.0,1508.0,813.0,42.0,571.0,1994.0,31.0,50
0.4304,404.0,1244.0,941.0,1198.0,1508.0,813.0,42.0,571.0,1994.0,31.0,60
0.2922,1883.0,739.0,1362.0,986.0,127.0,1943.0,1086.0,1643.0,620.0,306.0,10
0.3855,1883.0,739.0,1362.0,986.0,127.0,1943.0,1086.0,1643.0,620.0,306.0,20
0.4114,1883.0,739.0,1362.0,986.0,127.0,1943.0,1086.0,1643.0,620.0,306.0,30
0.4573,1883.0,739.0,1362.0,986.0,127.0,1943.0,1086.0,1643.0,620.0,306.0,40
0.4637,1883.0,739.0,1362.0,986.0,127.0,1943.0,1086.0,1643.0,620.0,306.0,50
0.4833,1883.0,739.0,1362.0,986.0,127.0,1943.0,1086.0,1643.0,620.0,306.0,60
0.2384,1781.0,1291.0,457.0,134.0,1248.0,1319.0,190.0,112.0,766.0,417.0,10
0.3214,1781.0,1291.0,457.0,134.0,1248.0,1319.0,190.0,112.0,766.0,417.0,20
0.3475,1781.0,1291.0,457.0,134.0,1248.0,1319.0,190.0,112.0,766.0,417.0,30
0.3713,1781.0,1291.0,457.0,134.0,1248.0,1319.0,190.0,112.0,766.0,417.0,40
0.3953,1781.0,1291.0,457.0,134.0,1248.0,1319.0,190.0,112.0,766.0,417.0,50
0.4066,1781.0,1291.0,457.0,134.0,1248.0,1319.0,190.0,112.0,766.0,417.0,60
0.2672,302.0,1843.0,914.0,667.0,1571.0,1917.0,1702.0,12.0,806.0,245.0,10
0.3507,302.0,1843.0,914.0,667.0,1571.0,1917.0,1702.0,12.0,806.0,245.0,20
0.3755,302.0,1843.0,914.0,667.0,1571.0,1917.0,1702.0,12.0,806.0,245.0,30
0.4007,302.0,1843.0,914.0,667.0,1571.0,1917.0,1702.0,12.0,806.0,245.0,40
0.4258,302.0,1843.0,914.0,667.0,1571.0,1917.0,1702.0,12.0,806.0,245.0,50
0.4338,302.0,1843.0,914.0,667.0,1571.0,1917.0,1702.0,12.0,806.0,245.0,60
0.1909,644.0,769.0,558.0,504.0,818.0,449.0,57.0,1804.0,1479.0,442.0,10
0.3151,644.0,769.0,558.0,504.0,818.0,449.0,57.0,1804.0,1479.0,442.0,20
0.3895,644.0,769.0,558.0,504.0,818.0,449.0,57.0,1804.0,1479.0,442.0,30
0.4112,644.0,769.0,558.0,504.0,818.0,449.0,57.0,1804.0,1479.0,442.0,40
0.4243,644.0,769.0,558.0,504.0,818.0,449.0,57.0,1804.0,1479.0,442.0,50
0.4302,644.0,769.0,558.0,504.0,818.0,449.0,57.0,1804.0,1479.0,442.0,60
0.2932,1314.0,693.0,1421.0,1982.0,1772.0,1959.0,172.0,1052.0,901.0,751.0,10
0.3848,1314.0,693.0,1421.0,1982.0,1772.0,1959.0,172.0,1052.0,901.0,751.0,20
0.4169,1314.0,693.0,1421.0,1982.0,1772.0,1959.0,172.0,1052.0,901.0,751.0,30
0.4518,1314.0,693.0,1421.0,1982.0,1772.0,1959.0,172.0,1052.0,901.0,751.0,40
0.4693,1314.0,693.0,1421.0,1982.0,1772.0,1959.0,172.0,1052.0,901.0,751.0,50
0.4806,1314.0,693.0,1421.0,1982.0,1772.0,1959.0,172.0,1052.0,901.0,751.0,60
0.2708,437.0,953.0,1964.0,1753.0,89.0,1066.0,612.0,967.0,1771.0,447.0,10
0.3752,437.0,953.0,1964.0,1753.0,89.0,1066.0,612.0,967.0,1771.0,447.0,20
0.4294,437.0,953.0,1964.0,1753.0,89.0,1066.0,612.0,967.0,1771.0,447.0,30
0.4579,437.0,953.0,1964.0,1753.0,89.0,1066.0,612.0,967.0,1771.0,447.0,40
0.4692,437.0,953.0,1964.0,1753.0,89.0,1066.0,612.0,967.0,1771.0,447.0,50
0.4799,437.0,953.0,1964.0,1753.0,89.0,1066.0,612.0,967.0,1771.0,447.0,60
0.2655,1673.0,342.0,1117.0,1436.0,809.0,405.0,1947.0,296.0,1243.0,1616.0,10
0.3394,1673.0,342.0,1117.0,1436.0,809.0,405.0,1947.0,296.0,1243.0,1616.0,20
0.3883,1673.0,342.0,1117.0,1436.0,809.0,405.0,1947.0,296.0,1243.0,1616.0,30
0.4329,1673.0,342.0,1117.0,1436.0,809.0,405.0,1947.0,296.0,1243.0,1616.0,40
0.4603,1673.0,342.0,1117.0,1436.0,809.0,405.0,1947.0,296.0,1243.0,1616.0,50
0.4622,1673.0,342.0,1117.0,1436.0,809.0,405.0,1947.0,296.0,1243.0,1616.0,60
0.2546,1078.0,1111.0,571.0,1137.0,236.0,544.0,793.0,1995.0,416.0,1332.0,10
0.3662,1078.0,1111.0,571.0,1137.0,236.0,544.0,793.0,1995.0,416.0,1332.0,20
0.3951,1078.0,1111.0,571.0,1137.0,236.0,544.0,793.0,1995.0,416.0,1332.0,30
0.4471,1078.0,1111.0,571.0,1137.0,236.0,544.0,793.0,1995.0,416.0,1332.0,40
0.4704,1078.0,1111.0,571.0,1137.0,236.0,544.0,793.0,1995.0,416.0,1332.0,50
0.4918,1078.0,1111.0,571.0,1137.0,236.0,544.0,793.0,1995.0,416.0,1332.0,60
0.2909,1230.0,1404.0,1586.0,1088.0,870.0,1253.0,1953.0,1814.0,674.0,287.0,10
0.3674,1230.0,1404.0,1586.0,1088.0,870.0,1253.0,1953.0,1814.0,674.0,287.0,20
0.4212,1230.0,1404.0,1586.0,1088.0,870.0,1253.0,1953.0,1814.0,674.0,287.0,30
0.4526,1230.0,1404.0,1586.0,1088.0,870.0,1253.0,1953.0,1814.0,674.0,287.0,40
0.4987,1230.0,1404.0,1586.0,1088.0,870.0,1253.0,1953.0,1814.0,674.0,287.0,50
0.5016,1230.0,1404.0,1586.0,1088.0,870.0,1253.0,1953.0,1814.0,674.0,287.0,60
0.2927,593.0,1992.0,1692.0,1794.0,546.0,1033.0,331.0,1941.0,803.0,1425.0,10
0.3893,593.0,1992.0,1692.0,1794.0,546.0,1033.0,331.0,1941.0,803.0,1425.0,20
0.4261,593.0,1992.0,1692.0,1794.0,546.0,1033.0,331.0,1941.0,803.0,1425.0,30
0.4734,593.0,1992.0,1692.0,1794.0,546.0,1033.0,331.0,1941.0,803.0,1425.0,40
0.4916,593.0,1992.0,1692.0,1794.0,546.0,1033.0,331.0,1941.0,803.0,1425.0,50
0.494,593.0,1992.0,1692.0,1794.0,546.0,1033.0,331.0,1941.0,803.0,1425.0,60
0.2478,782.0,99.0,277.0,1791.0,249.0,1281.0,925.0,1387.0,1321.0,210.0,10
0.3183,782.0,99.0,277.0,1791.0,249.0,1281.0,925.0,1387.0,1321.0,210.0,20
0.3546,782.0,99.0,277.0,1791.0,249.0,1281.0,925.0,1387.0,1321.0,210.0,30
0.3843,782.0,99.0,277.0,1791.0,249.0,1281.0,925.0,1387.0,1321.0,210.0,40
0.3838,782.0,99.0,277.0,1791.0,249.0,1281.0,925.0,1387.0,1321.0,210.0,50
0.41,782.0,99.0,277.0,1791.0,249.0,1281.0,925.0,1387.0,1321.0,210.0,60
0.2821,1569.0,114.0,1842.0,1207.0,1739.0,426.0,1922.0,1685.0,1393.0,49.0,10
0.3447,1569.0,114.0,1842.0,1207.0,1739.0,426.0,1922.0,1685.0,1393.0,49.0,20
0.3973,1569.0,114.0,1842.0,1207.0,1739.0,426.0,1922.0,1685.0,1393.0,49.0,30
0.4236,1569.0,114.0,1842.0,1207.0,1739.0,426.0,1922.0,1685.0,1393.0,49.0,40
0.4455,1569.0,114.0,1842.0,1207.0,1739.0,426.0,1922.0,1685.0,1393.0,49.0,50
0.4737,1569.0,114.0,1842.0,1207.0,1739.0,426.0,1922.0,1685.0,1393.0,49.0,60
0.3179,1931.0,933.0,1558.0,801.0,1345.0,1005.0,1297.0,634.0,1679.0,745.0,10
0.4394,1931.0,933.0,1558.0,801.0,1345.0,1005.0,1297.0,634.0,1679.0,745.0,20
0.4653,1931.0,933.0,1558.0,801.0,1345.0,1005.0,1297.0,634.0,1679.0,745.0,30
0.4884,1931.0,933.0,1558.0,801.0,1345.0,1005.0,1297.0,634.0,1679.0,745.0,40
0.5269,1931.0,933.0,1558.0,801.0,1345.0,1005.0,1297.0,634.0,1679.0,745.0,50
0.5174,1931.0,933.0,1558.0,801.0,1345.0,1005.0,1297.0,634.0,1679.0,745.0,60
0.2473,1593.0,116.0,1175.0,1486.0,1645.0,1219.0,245.0,145.0,213.0,987.0,10
0.2899,1593.0,116.0,1175.0,1486.0,1645.0,1219.0,245.0,145.0,213.0,987.0,20
0.3255,1593.0,116.0,1175.0,1486.0,1645.0,1219.0,245.0,145.0,213.0,987.0,30
0.3409,1593.0,116.0,1175.0,1486.0,1645.0,1219.0,245.0,145.0,213.0,987.0,40
0.359,1593.0,116.0,1175.0,1486.0,1645.0,1219.0,245.0,145.0,213.0,987.0,50
0.3562,1593.0,116.0,1175.0,1486.0,1645.0,1219.0,245.0,145.0,213.0,987.0,60
0.2807,1653.0,701.0,1360.0,810.0,730.0,1082.0,209.0,1683.0,1312.0,1439.0,10
0.4012,1653.0,701.0,1360.0,810.0,730.0,1082.0,209.0,1683.0,1312.0,1439.0,20
0.4389,1653.0,701.0,1360.0,810.0,730.0,1082.0,209.0,1683.0,1312.0,1439.0,30
0.4792,1653.0,701.0,1360.0,810.0,730.0,1082.0,209.0,1683.0,1312.0,1439.0,40
0.4944,1653.0,701.0,1360.0,810.0,730.0,1082.0,209.0,1683.0,1312.0,1439.0,50
0.5136,1653.0,701.0,1360.0,810.0,730.0,1082.0,209.0,1683.0,1312.0,1439.0,60
0.3174,398.0,1702.0,1640.0,423.0,1831.0,195.0,1843.0,2000.0,1463.0,756.0,10
0.3861,398.0,1702.0,1640.0,423.0,1831.0,195.0,1843.0,2000.0,1463.0,756.0,20
0.4484,398.0,1702.0,1640.0,423.0,1831.0,195.0,1843.0,2000.0,1463.0,756.0,30
0.4634,398.0,1702.0,1640.0,423.0,1831.0,195.0,1843.0,2000.0,1463.0,756.0,40
0.4919,398.0,1702.0,1640.0,423.0,1831.0,195.0,1843.0,2000.0,1463.0,756.0,50
0.5037,398.0,1702.0,1640.0,423.0,1831.0,195.0,1843.0,2000.0,1463.0,756.0,60
0.3088,1868.0,907.0,1975.0,1981.0,1826.0,787.0,615.0,1279.0,1106.0,45.0,10
0.3743,1868.0,907.0,1975.0,1981.0,1826.0,787.0,615.0,1279.0,1106.0,45.0,20
0.4186,1868.0,907.0,1975.0,1981.0,1826.0,787.0,615.0,1279.0,1106.0,45.0,30
0.455,1868.0,907.0,1975.0,1981.0,1826.0,787.0,615.0,1279.0,1106.0,45.0,40
0.4667,1868.0,907.0,1975.0,1981.0,1826.0,787.0,615.0,1279.0,1106.0,45.0,50
0.4664,1868.0,907.0,1975.0,1981.0,1826.0,787.0,615.0,1279.0,1106.0,45.0,60
0.266,1032.0,442.0,1728.0,126.0,1097.0,1590.0,1864.0,302.0,1309.0,1002.0,10
0.3343,1032.0,442.0,1728.0,126.0,1097.0,1590.0,1864.0,302.0,1309.0,1002.0,20
0.4041,1032.0,442.0,1728.0,126.0,1097.0,1590.0,1864.0,302.0,1309.0,1002.0,30
0.4406,1032.0,442.0,1728.0,126.0,1097.0,1590.0,1864.0,302.0,1309.0,1002.0,40
0.4754,1032.0,442.0,1728.0,126.0,1097.0,1590.0,1864.0,302.0,1309.0,1002.0,50
0.5078,1032.0,442.0,1728.0,126.0,1097.0,1590.0,1864.0,302.0,1309.0,1002.0,60
0.2463,1820.0,750.0,1304.0,840.0,2256.0,1179.0,726.0,898.0,209.0,25.0,10
0.3416,1820.0,750.0,1304.0,840.0,2256.0,1179.0,726.0,898.0,209.0,25.0,20
0.3785,1820.0,750.0,1304.0,840.0,2256.0,1179.0,726.0,898.0,209.0,25.0,30
0.4217,1820.0,750.0,1304.0,840.0,2256.0,1179.0,726.0,898.0,209.0,25.0,40
0.4218,1820.0,750.0,1304.0,840.0,2256.0,1179.0,726.0,898.0,209.0,25.0,50
0.4296,1820.0,750.0,1304.0,840.0,2256.0,1179.0,726.0,898.0,209.0,25.0,60
0.2662,974.0,1375.0,405.0,1315.0,1491.0,689.0,528.0,1067.0,1099.0,1861.0,10
0.3803,974.0,1375.0,405.0,1315.0,1491.0,689.0,528.0,1067.0,1099.0,1861.0,20
0.4393,974.0,1375.0,405.0,1315.0,1491.0,689.0,528.0,1067.0,1099.0,1861.0,30
0.4712,974.0,1375.0,405.0,1315.0,1491.0,689.0,528.0,1067.0,1099.0,1861.0,40
0.499,974.0,1375.0,405.0,1315.0,1491.0,689.0,528.0,1067.0,1099.0,1861.0,50
0.5222,974.0,1375.0,405.0,1315.0,1491.0,689.0,528.0,1067.0,1099.0,1861.0,60
0.2158,528.0,279.0,2163.0,520.0,2176.0,1984.0,2341.0,31.0,377.0,247.0,10
0.2652,528.0,279.0,2163.0,520.0,2176.0,1984.0,2341.0,31.0,377.0,247.0,20
0.3428,528.0,279.0,2163.0,520.0,2176.0,1984.0,2341.0,31.0,377.0,247.0,30
0.3636,528.0,279.0,2163.0,520.0,2176.0,1984.0,2341.0,31.0,377.0,247.0,40
0.4116,528.0,279.0,2163.0,520.0,2176.0,1984.0,2341.0,31.0,377.0,247.0,50
0.418,528.0,279.0,2163.0,520.0,2176.0,1984.0,2341.0,31.0,377.0,247.0,60
0.24,174.0,1334.0,2329.0,541.0,97.0,498.0,454.0,483.0,1565.0,2341.0,10
0.3315,174.0,1334.0,2329.0,541.0,97.0,498.0,454.0,483.0,1565.0,2341.0,20
0.3496,174.0,1334.0,2329.0,541.0,97.0,498.0,454.0,483.0,1565.0,2341.0,30
0.3873,174.0,1334.0,2329.0,541.0,97.0,498.0,454.0,483.0,1565.0,2341.0,40
0.4308,174.0,1334.0,2329.0,541.0,97.0,498.0,454.0,483.0,1565.0,2341.0,50
0.4396,174.0,1334.0,2329.0,541.0,97.0,498.0,454.0,483.0,1565.0,2341.0,60
0.3287,2318.0,2103.0,1906.0,716.0,1413.0,36.0,1337.0,369.0,2193.0,2316.0,10
0.4243,2318.0,2103.0,1906.0,716.0,1413.0,36.0,1337.0,369.0,2193.0,2316.0,20
0.4604,2318.0,2103.0,1906.0,716.0,1413.0,36.0,1337.0,369.0,2193.0,2316.0,30
0.5014,2318.0,2103.0,1906.0,716.0,1413.0,36.0,1337.0,369.0,2193.0,2316.0,40
0.5268,2318.0,2103.0,1906.0,716.0,1413.0,36.0,1337.0,369.0,2193.0,2316.0,50
0.5183,2318.0,2103.0,1906.0,716.0,1413.0,36.0,1337.0,369.0,2193.0,2316.0,60
0.3164,1095.0,654.0,586.0,991.0,0.0,1420.0,1633.0,1814.0,2331.0,819.0,10
0.4179,1095.0,654.0,586.0,991.0,0.0,1420.0,1633.0,1814.0,2331.0,819.0,20
0.4573,1095.0,654.0,586.0,991.0,0.0,1420.0,1633.0,1814.0,2331.0,819.0,30
0.4666,1095.0,654.0,586.0,991.0,0.0,1420.0,1633.0,1814.0,2331.0,819.0,40
0.5068,1095.0,654.0,586.0,991.0,0.0,1420.0,1633.0,1814.0,2331.0,819.0,50
0.5096,1095.0,654.0,586.0,991.0,0.0,1420.0,1633.0,1814.0,2331.0,819.0,60
0.2958,316.0,1544.0,166.0,910.0,2333.0,2055.0,1982.0,609.0,1579.0,2203.0,10
0.3787,316.0,1544.0,166.0,910.0,2333.0,2055.0,1982.0,609.0,1579.0,2203.0,20
0.4262,316.0,1544.0,166.0,910.0,2333.0,2055.0,1982.0,609.0,1579.0,2203.0,30
0.4833,316.0,1544.0,166.0,910.0,2333.0,2055.0,1982.0,609.0,1579.0,2203.0,40
0.4854,316.0,1544.0,166.0,910.0,2333.0,2055.0,1982.0,609.0,1579.0,2203.0,50
0.5102,316.0,1544.0,166.0,910.0,2333.0,2055.0,1982.0,609.0,1579.0,2203.0,60
0.2916,2322.0,347.0,819.0,1873.0,1076.0,2314.0,2182.0,829.0,1081.0,1179.0,10
0.3882,2322.0,347.0,819.0,1873.0,1076.0,2314.0,2182.0,829.0,1081.0,1179.0,20
0.4371,2322.0,347.0,819.0,1873.0,1076.0,2314.0,2182.0,829.0,1081.0,1179.0,30
0.4725,2322.0,347.0,819.0,1873.0,1076.0,2314.0,2182.0,829.0,1081.0,1179.0,40
0.499,2322.0,347.0,819.0,1873.0,1076.0,2314.0,2182.0,829.0,1081.0,1179.0,50
0.5172,2322.0,347.0,819.0,1873.0,1076.0,2314.0,2182.0,829.0,1081.0,1179.0,60
0.2384,2461.0,233.0,1600.0,2337.0,2283.0,681.0,623.0,101.0,2423.0,70.0,10
0.296,2461.0,233.0,1600.0,2337.0,2283.0,681.0,623.0,101.0,2423.0,70.0,20
0.3447,2461.0,233.0,1600.0,2337.0,2283.0,681.0,623.0,101.0,2423.0,70.0,30
0.3822,2461.0,233.0,1600.0,2337.0,2283.0,681.0,623.0,101.0,2423.0,70.0,40
0.3897,2461.0,233.0,1600.0,2337.0,2283.0,681.0,623.0,101.0,2423.0,70.0,50
0.4133,2461.0,233.0,1600.0,2337.0,2283.0,681.0,623.0,101.0,2423.0,70.0,60
0.3243,1749.0,903.0,1660.0,2034.0,1500.0,872.0,740.0,2012.0,216.0,2247.0,10
0.3837,1749.0,903.0,1660.0,2034.0,1500.0,872.0,740.0,2012.0,216.0,2247.0,20
0.4277,1749.0,903.0,1660.0,2034.0,1500.0,872.0,740.0,2012.0,216.0,2247.0,30
0.4694,1749.0,903.0,1660.0,2034.0,1500.0,872.0,740.0,2012.0,216.0,2247.0,40
0.4879,1749.0,903.0,1660.0,2034.0,1500.0,872.0,740.0,2012.0,216.0,2247.0,50
0.502,1749.0,903.0,1660.0,2034.0,1500.0,872.0,740.0,2012.0,216.0,2247.0,60
0.3027,338.0,1999.0,1944.0,1822.0,1777.0,1128.0,1103.0,2232.0,697.0,1654.0,10
0.413,338.0,1999.0,1944.0,1822.0,1777.0,1128.0,1103.0,2232.0,697.0,1654.0,20
0.4736,338.0,1999.0,1944.0,1822.0,1777.0,1128.0,1103.0,2232.0,697.0,1654.0,30
0.5033,338.0,1999.0,1944.0,1822.0,1777.0,1128.0,1103.0,2232.0,697.0,1654.0,40
0.5103,338.0,1999.0,1944.0,1822.0,1777.0,1128.0,1103.0,2232.0,697.0,1654.0,50
0.5344,338.0,1999.0,1944.0,1822.0,1777.0,1128.0,1103.0,2232.0,697.0,1654.0,60
0.2244,278.0,612.0,241.0,165.0,866.0,2117.0,878.0,364.0,810.0,2312.0,10
0.3312,278.0,612.0,241.0,165.0,866.0,2117.0,878.0,364.0,810.0,2312.0,20
0.3513,278.0,612.0,241.0,165.0,866.0,2117.0,878.0,364.0,810.0,2312.0,30
0.3699,278.0,612.0,241.0,165.0,866.0,2117.0,878.0,364.0,810.0,2312.0,40
0.4513,278.0,612.0,241.0,165.0,866.0,2117.0,878.0,364.0,810.0,2312.0,50
0.4545,278.0,612.0,241.0,165.0,866.0,2117.0,878.0,364.0,810.0,2312.0,60
0.2747,388.0,1794.0,1514.0,1522.0,191.0,765.0,1513.0,38.0,2426.0,498.0,10
0.3479,388.0,1794.0,1514.0,1522.0,191.0,765.0,1513.0,38.0,2426.0,498.0,20
0.3764,388.0,1794.0,1514.0,1522.0,191.0,765.0,1513.0,38.0,2426.0,498.0,30
0.3924,388.0,1794.0,1514.0,1522.0,191.0,765.0,1513.0,38.0,2426.0,498.0,40
0.3935,388.0,1794.0,1514.0,1522.0,191.0,765.0,1513.0,38.0,2426.0,498.0,50
0.4562,388.0,1794.0,1514.0,1522.0,191.0,765.0,1513.0,38.0,2426.0,498.0,60
0.3618,547.0,1383.0,1491.0,989.0,1547.0,1751.0,1796.0,1564.0,1789.0,2437.0,10
0.4311,547.0,1383.0,1491.0,989.0,1547.0,1751.0,1796.0,1564.0,1789.0,2437.0,20
0.4821,547.0,1383.0,1491.0,989.0,1547.0,1751.0,1796.0,1564.0,1789.0,2437.0,30
0.5046,547.0,1383.0,1491.0,989.0,1547.0,1751.0,1796.0,1564.0,1789.0,2437.0,40
0.5349,547.0,1383.0,1491.0,989.0,1547.0,1751.0,1796.0,1564.0,1789.0,2437.0,50
0.5338,547.0,1383.0,1491.0,989.0,1547.0,1751.0,1796.0,1564.0,1789.0,2437.0,60
0.3181,811.0,246.0,196.0,2055.0,1630.0,1476.0,1911.0,2374.0,286.0,2289.0,10
0.3667,811.0,246.0,196.0,2055.0,1630.0,1476.0,1911.0,2374.0,286.0,2289.0,20
0.4121,811.0,246.0,196.0,2055.0,1630.0,1476.0,1911.0,2374.0,286.0,2289.0,30
0.4343,811.0,246.0,196.0,2055.0,1630.0,1476.0,1911.0,2374.0,286.0,2289.0,40
0.4685,811.0,246.0,196.0,2055.0,1630.0,1476.0,1911.0,2374.0,286.0,2289.0,50
0.4597,811.0,246.0,196.0,2055.0,1630.0,1476.0,1911.0,2374.0,286.0,2289.0,60
0.2933,335.0,1686.0,718.0,1627.0,2245.0,1179.0,1834.0,1311.0,301.0,2075.0,10
0.3829,335.0,1686.0,718.0,1627.0,2245.0,1179.0,1834.0,1311.0,301.0,2075.0,20
0.4361,335.0,1686.0,718.0,1627.0,2245.0,1179.0,1834.0,1311.0,301.0,2075.0,30
0.4614,335.0,1686.0,718.0,1627.0,2245.0,1179.0,1834.0,1311.0,301.0,2075.0,40
0.4909,335.0,1686.0,718.0,1627.0,2245.0,1179.0,1834.0,1311.0,301.0,2075.0,50
0.5059,335.0,1686.0,718.0,1627.0,2245.0,1179.0,1834.0,1311.0,301.0,2075.0,60
0.2774,2351.0,1197.0,207.0,1176.0,2396.0,2077.0,499.0,1269.0,481.0,1423.0,10
0.3741,2351.0,1197.0,207.0,1176.0,2396.0,2077.0,499.0,1269.0,481.0,1423.0,20
0.4121,2351.0,1197.0,207.0,1176.0,2396.0,2077.0,499.0,1269.0,481.0,1423.0,30
0.4406,2351.0,1197.0,207.0,1176.0,2396.0,2077.0,499.0,1269.0,481.0,1423.0,40
0.4762,2351.0,1197.0,207.0,1176.0,2396.0,2077.0,499.0,1269.0,481.0,1423.0,50
0.481,2351.0,1197.0,207.0,1176.0,2396.0,2077.0,499.0,1269.0,481.0,1423.0,60
0.22,1760.0,264.0,891.0,2473.0,2010.0,432.0,649.0,100.0,1320.0,434.0,10
0.2924,1760.0,264.0,891.0,2473.0,2010.0,432.0,649.0,100.0,1320.0,434.0,20
0.3455,1760.0,264.0,891.0,2473.0,2010.0,432.0,649.0,100.0,1320.0,434.0,30
0.3879,1760.0,264.0,891.0,2473.0,2010.0,432.0,649.0,100.0,1320.0,434.0,40
0.4193,1760.0,264.0,891.0,2473.0,2010.0,432.0,649.0,100.0,1320.0,434.0,50
0.411,1760.0,264.0,891.0,2473.0,2010.0,432.0,649.0,100.0,1320.0,434.0,60
