accs,plane,car,bird,cat,deer,dog,frog,horse,ship,truck,epochs_trained
0.3086,391.0,91.0,1495.0,746.0,1020.0,1031.0,1180.0,1083.0,476.0,570.0,20
0.3713,391.0,91.0,1495.0,746.0,1020.0,1031.0,1180.0,1083.0,476.0,570.0,30
0.4194,391.0,91.0,1495.0,746.0,1020.0,1031.0,1180.0,1083.0,476.0,570.0,40
0.4245,391.0,91.0,1495.0,746.0,1020.0,1031.0,1180.0,1083.0,476.0,570.0,50
0.4438,391.0,91.0,1495.0,746.0,1020.0,1031.0,1180.0,1083.0,476.0,570.0,60
0.2652,1087.0,269.0,142.0,260.0,1377.0,1149.0,1186.0,1080.0,1064.0,98.0,10
0.3164,1087.0,269.0,142.0,260.0,1377.0,1149.0,1186.0,1080.0,1064.0,98.0,20
0.3546,1087.0,269.0,142.0,260.0,1377.0,1149.0,1186.0,1080.0,1064.0,98.0,30
0.417,1087.0,269.0,142.0,260.0,1377.0,1149.0,1186.0,1080.0,1064.0,98.0,40
0.4108,1087.0,269.0,142.0,260.0,1377.0,1149.0,1186.0,1080.0,1064.0,98.0,50
0.4369,1087.0,269.0,142.0,260.0,1377.0,1149.0,1186.0,1080.0,1064.0,98.0,60
0.2122,1244.0,1470.0,185.0,972.0,1284.0,553.0,583.0,796.0,948.0,460.0,10
0.3309,1244.0,1470.0,185.0,972.0,1284.0,553.0,583.0,796.0,948.0,460.0,20
0.4225,1244.0,1470.0,185.0,972.0,1284.0,553.0,583.0,796.0,948.0,460.0,30
0.4627,1244.0,1470.0,185.0,972.0,1284.0,553.0,583.0,796.0,948.0,460.0,40
0.4691,1244.0,1470.0,185.0,972.0,1284.0,553.0,583.0,796.0,948.0,460.0,50
0.4894,1244.0,1470.0,185.0,972.0,1284.0,553.0,583.0,796.0,948.0,460.0,60
0.2549,914.0,395.0,1066.0,1113.0,1019.0,858.0,326.0,1330.0,975.0,10.0,10
0.3336,914.0,395.0,1066.0,1113.0,1019.0,858.0,326.0,1330.0,975.0,10.0,20
0.3967,914.0,395.0,1066.0,1113.0,1019.0,858.0,326.0,1330.0,975.0,10.0,30
0.4236,914.0,395.0,1066.0,1113.0,1019.0,858.0,326.0,1330.0,975.0,10.0,40
0.4275,914.0,395.0,1066.0,1113.0,1019.0,858.0,326.0,1330.0,975.0,10.0,50
0.4462,914.0,395.0,1066.0,1113.0,1019.0,858.0,326.0,1330.0,975.0,10.0,60
0.2023,229.0,829.0,562.0,1010.0,108.0,542.0,680.0,744.0,409.0,558.0,10
0.3022,229.0,829.0,562.0,1010.0,108.0,542.0,680.0,744.0,409.0,558.0,20
0.3566,229.0,829.0,562.0,1010.0,108.0,542.0,680.0,744.0,409.0,558.0,30
0.3822,229.0,829.0,562.0,1010.0,108.0,542.0,680.0,744.0,409.0,558.0,40
0.4078,229.0,829.0,562.0,1010.0,108.0,542.0,680.0,744.0,409.0,558.0,50
0.4347,229.0,829.0,562.0,1010.0,108.0,542.0,680.0,744.0,409.0,558.0,60
0.2333,1368.0,210.0,697.0,1126.0,1466.0,544.0,719.0,1399.0,1234.0,187.0,10
0.2988,1368.0,210.0,697.0,1126.0,1466.0,544.0,719.0,1399.0,1234.0,187.0,20
0.3498,1368.0,210.0,697.0,1126.0,1466.0,544.0,719.0,1399.0,1234.0,187.0,30
0.4008,1368.0,210.0,697.0,1126.0,1466.0,544.0,719.0,1399.0,1234.0,187.0,40
0.4401,1368.0,210.0,697.0,1126.0,1466.0,544.0,719.0,1399.0,1234.0,187.0,50
0.4414,1368.0,210.0,697.0,1126.0,1466.0,544.0,719.0,1399.0,1234.0,187.0,60
0.1898,415.0,659.0,916.0,991.0,221.0,1420.0,39.0,708.0,867.0,458.0,10
0.2806,415.0,659.0,916.0,991.0,221.0,1420.0,39.0,708.0,867.0,458.0,20
0.3521,415.0,659.0,916.0,991.0,221.0,1420.0,39.0,708.0,867.0,458.0,30
0.3843,415.0,659.0,916.0,991.0,221.0,1420.0,39.0,708.0,867.0,458.0,40
0.4179,415.0,659.0,916.0,991.0,221.0,1420.0,39.0,708.0,867.0,458.0,50
0.4301,415.0,659.0,916.0,991.0,221.0,1420.0,39.0,708.0,867.0,458.0,60
0.2496,1046.0,87.0,892.0,424.0,912.0,412.0,930.0,565.0,610.0,1182.0,10
0.3407,1046.0,87.0,892.0,424.0,912.0,412.0,930.0,565.0,610.0,1182.0,20
0.3852,1046.0,87.0,892.0,424.0,912.0,412.0,930.0,565.0,610.0,1182.0,30
0.4245,1046.0,87.0,892.0,424.0,912.0,412.0,930.0,565.0,610.0,1182.0,40
0.4344,1046.0,87.0,892.0,424.0,912.0,412.0,930.0,565.0,610.0,1182.0,50
0.4401,1046.0,87.0,892.0,424.0,912.0,412.0,930.0,565.0,610.0,1182.0,60
0.1973,1300.0,15.0,1155.0,214.0,390.0,1482.0,561.0,1459.0,506.0,26.0,10
0.2762,1300.0,15.0,1155.0,214.0,390.0,1482.0,561.0,1459.0,506.0,26.0,20
0.3059,1300.0,15.0,1155.0,214.0,390.0,1482.0,561.0,1459.0,506.0,26.0,30
0.3495,1300.0,15.0,1155.0,214.0,390.0,1482.0,561.0,1459.0,506.0,26.0,40
0.3614,1300.0,15.0,1155.0,214.0,390.0,1482.0,561.0,1459.0,506.0,26.0,50
0.3899,1300.0,15.0,1155.0,214.0,390.0,1482.0,561.0,1459.0,506.0,26.0,60
0.1684,252.0,878.0,511.0,1020.0,416.0,1433.0,452.0,982.0,383.0,985.0,10
0.2743,252.0,878.0,511.0,1020.0,416.0,1433.0,452.0,982.0,383.0,985.0,20
0.3423,252.0,878.0,511.0,1020.0,416.0,1433.0,452.0,982.0,383.0,985.0,30
0.4169,252.0,878.0,511.0,1020.0,416.0,1433.0,452.0,982.0,383.0,985.0,40
0.4352,252.0,878.0,511.0,1020.0,416.0,1433.0,452.0,982.0,383.0,985.0,50
0.4563,252.0,878.0,511.0,1020.0,416.0,1433.0,452.0,982.0,383.0,985.0,60
0.2426,300.0,800.0,920.0,181.0,763.0,1163.0,838.0,1129.0,1167.0,203.0,10
0.3629,300.0,800.0,920.0,181.0,763.0,1163.0,838.0,1129.0,1167.0,203.0,20
0.401,300.0,800.0,920.0,181.0,763.0,1163.0,838.0,1129.0,1167.0,203.0,30
0.4256,300.0,800.0,920.0,181.0,763.0,1163.0,838.0,1129.0,1167.0,203.0,40
0.466,300.0,800.0,920.0,181.0,763.0,1163.0,838.0,1129.0,1167.0,203.0,50
0.4534,300.0,800.0,920.0,181.0,763.0,1163.0,838.0,1129.0,1167.0,203.0,60
0.2433,85.0,862.0,137.0,192.0,1077.0,341.0,1193.0,820.0,1330.0,1250.0,10
0.3301,85.0,862.0,137.0,192.0,1077.0,341.0,1193.0,820.0,1330.0,1250.0,20
0.3699,85.0,862.0,137.0,192.0,1077.0,341.0,1193.0,820.0,1330.0,1250.0,30
0.3963,85.0,862.0,137.0,192.0,1077.0,341.0,1193.0,820.0,1330.0,1250.0,40
0.4142,85.0,862.0,137.0,192.0,1077.0,341.0,1193.0,820.0,1330.0,1250.0,50
0.4449,85.0,862.0,137.0,192.0,1077.0,341.0,1193.0,820.0,1330.0,1250.0,60
0.3008,1121.0,1100.0,141.0,1000.0,1020.0,972.0,737.0,1352.0,868.0,133.0,10
0.375,1121.0,1100.0,141.0,1000.0,1020.0,972.0,737.0,1352.0,868.0,133.0,20
0.4257,1121.0,1100.0,141.0,1000.0,1020.0,972.0,737.0,1352.0,868.0,133.0,30
0.4508,1121.0,1100.0,141.0,1000.0,1020.0,972.0,737.0,1352.0,868.0,133.0,40
0.4662,1121.0,1100.0,141.0,1000.0,1020.0,972.0,737.0,1352.0,868.0,133.0,50
0.4794,1121.0,1100.0,141.0,1000.0,1020.0,972.0,737.0,1352.0,868.0,133.0,60
0.2498,1273.0,1388.0,1138.0,76.0,376.0,215.0,128.0,124.0,1379.0,1382.0,10
0.2913,1273.0,1388.0,1138.0,76.0,376.0,215.0,128.0,124.0,1379.0,1382.0,20
0.3239,1273.0,1388.0,1138.0,76.0,376.0,215.0,128.0,124.0,1379.0,1382.0,30
0.3524,1273.0,1388.0,1138.0,76.0,376.0,215.0,128.0,124.0,1379.0,1382.0,40
0.3845,1273.0,1388.0,1138.0,76.0,376.0,215.0,128.0,124.0,1379.0,1382.0,50
0.3909,1273.0,1388.0,1138.0,76.0,376.0,215.0,128.0,124.0,1379.0,1382.0,60
0.2273,452.0,1193.0,1499.0,827.0,1310.0,1398.0,995.0,770.0,231.0,534.0,10
0.3193,452.0,1193.0,1499.0,827.0,1310.0,1398.0,995.0,770.0,231.0,534.0,20
0.416,452.0,1193.0,1499.0,827.0,1310.0,1398.0,995.0,770.0,231.0,534.0,30
0.4379,452.0,1193.0,1499.0,827.0,1310.0,1398.0,995.0,770.0,231.0,534.0,40
0.4518,452.0,1193.0,1499.0,827.0,1310.0,1398.0,995.0,770.0,231.0,534.0,50
0.483,452.0,1193.0,1499.0,827.0,1310.0,1398.0,995.0,770.0,231.0,534.0,60
0.2837,771.0,978.0,168.0,970.0,925.0,1238.0,1269.0,635.0,1101.0,1471.0,10
0.3924,771.0,978.0,168.0,970.0,925.0,1238.0,1269.0,635.0,1101.0,1471.0,20
0.4472,771.0,978.0,168.0,970.0,925.0,1238.0,1269.0,635.0,1101.0,1471.0,30
0.4596,771.0,978.0,168.0,970.0,925.0,1238.0,1269.0,635.0,1101.0,1471.0,40
0.4926,771.0,978.0,168.0,970.0,925.0,1238.0,1269.0,635.0,1101.0,1471.0,50
0.4845,771.0,978.0,168.0,970.0,925.0,1238.0,1269.0,635.0,1101.0,1471.0,60
0.2351,1157.0,134.0,1480.0,411.0,25.0,1497.0,468.0,24.0,642.0,1392.0,10
0.3006,1157.0,134.0,1480.0,411.0,25.0,1497.0,468.0,24.0,642.0,1392.0,20
0.3388,1157.0,134.0,1480.0,411.0,25.0,1497.0,468.0,24.0,642.0,1392.0,30
0.3539,1157.0,134.0,1480.0,411.0,25.0,1497.0,468.0,24.0,642.0,1392.0,40
0.3779,1157.0,134.0,1480.0,411.0,25.0,1497.0,468.0,24.0,642.0,1392.0,50
0.3857,1157.0,134.0,1480.0,411.0,25.0,1497.0,468.0,24.0,642.0,1392.0,60
0.1699,161.0,109.0,867.0,941.0,1376.0,1428.0,463.0,1202.0,519.0,103.0,10
0.2413,161.0,109.0,867.0,941.0,1376.0,1428.0,463.0,1202.0,519.0,103.0,20
0.2994,161.0,109.0,867.0,941.0,1376.0,1428.0,463.0,1202.0,519.0,103.0,30
0.3387,161.0,109.0,867.0,941.0,1376.0,1428.0,463.0,1202.0,519.0,103.0,40
0.3942,161.0,109.0,867.0,941.0,1376.0,1428.0,463.0,1202.0,519.0,103.0,50
0.3957,161.0,109.0,867.0,941.0,1376.0,1428.0,463.0,1202.0,519.0,103.0,60
0.2302,1080.0,1491.0,739.0,1027.0,917.0,1494.0,595.0,1272.0,1190.0,447.0,10
0.4009,1080.0,1491.0,739.0,1027.0,917.0,1494.0,595.0,1272.0,1190.0,447.0,20
0.4439,1080.0,1491.0,739.0,1027.0,917.0,1494.0,595.0,1272.0,1190.0,447.0,30
0.4784,1080.0,1491.0,739.0,1027.0,917.0,1494.0,595.0,1272.0,1190.0,447.0,40
0.508,1080.0,1491.0,739.0,1027.0,917.0,1494.0,595.0,1272.0,1190.0,447.0,50
0.5277,1080.0,1491.0,739.0,1027.0,917.0,1494.0,595.0,1272.0,1190.0,447.0,60
0.2638,929.0,1176.0,1025.0,1365.0,1384.0,1182.0,1466.0,563.0,772.0,1236.0,10
0.3892,929.0,1176.0,1025.0,1365.0,1384.0,1182.0,1466.0,563.0,772.0,1236.0,20
0.4453,929.0,1176.0,1025.0,1365.0,1384.0,1182.0,1466.0,563.0,772.0,1236.0,30
0.491,929.0,1176.0,1025.0,1365.0,1384.0,1182.0,1466.0,563.0,772.0,1236.0,40
0.5118,929.0,1176.0,1025.0,1365.0,1384.0,1182.0,1466.0,563.0,772.0,1236.0,50
0.5098,929.0,1176.0,1025.0,1365.0,1384.0,1182.0,1466.0,563.0,772.0,1236.0,60
0.2009,663.0,442.0,288.0,1354.0,580.0,988.0,1295.0,567.0,1174.0,116.0,10
0.2942,663.0,442.0,288.0,1354.0,580.0,988.0,1295.0,567.0,1174.0,116.0,20
0.3786,663.0,442.0,288.0,1354.0,580.0,988.0,1295.0,567.0,1174.0,116.0,30
0.4224,663.0,442.0,288.0,1354.0,580.0,988.0,1295.0,567.0,1174.0,116.0,40
0.4412,663.0,442.0,288.0,1354.0,580.0,988.0,1295.0,567.0,1174.0,116.0,50
0.4579,663.0,442.0,288.0,1354.0,580.0,988.0,1295.0,567.0,1174.0,116.0,60
0.277,1240.0,57.0,1496.0,704.0,1454.0,107.0,321.0,1229.0,1361.0,1382.0,10
0.356,1240.0,57.0,1496.0,704.0,1454.0,107.0,321.0,1229.0,1361.0,1382.0,20
0.3819,1240.0,57.0,1496.0,704.0,1454.0,107.0,321.0,1229.0,1361.0,1382.0,30
0.4193,1240.0,57.0,1496.0,704.0,1454.0,107.0,321.0,1229.0,1361.0,1382.0,40
0.4176,1240.0,57.0,1496.0,704.0,1454.0,107.0,321.0,1229.0,1361.0,1382.0,50
0.445,1240.0,57.0,1496.0,704.0,1454.0,107.0,321.0,1229.0,1361.0,1382.0,60
0.2353,770.0,311.0,481.0,862.0,7.0,943.0,1389.0,145.0,839.0,967.0,10
0.2774,770.0,311.0,481.0,862.0,7.0,943.0,1389.0,145.0,839.0,967.0,20
0.3478,770.0,311.0,481.0,862.0,7.0,943.0,1389.0,145.0,839.0,967.0,30
0.3719,770.0,311.0,481.0,862.0,7.0,943.0,1389.0,145.0,839.0,967.0,40
0.4077,770.0,311.0,481.0,862.0,7.0,943.0,1389.0,145.0,839.0,967.0,50
0.4211,770.0,311.0,481.0,862.0,7.0,943.0,1389.0,145.0,839.0,967.0,60
0.1571,464.0,1029.0,433.0,680.0,695.0,633.0,384.0,384.0,155.0,491.0,10
0.3059,464.0,1029.0,433.0,680.0,695.0,633.0,384.0,384.0,155.0,491.0,20
0.3652,464.0,1029.0,433.0,680.0,695.0,633.0,384.0,384.0,155.0,491.0,30
0.3879,464.0,1029.0,433.0,680.0,695.0,633.0,384.0,384.0,155.0,491.0,40
0.3985,464.0,1029.0,433.0,680.0,695.0,633.0,384.0,384.0,155.0,491.0,50
0.4285,464.0,1029.0,433.0,680.0,695.0,633.0,384.0,384.0,155.0,491.0,60
0.2349,456.0,1075.0,775.0,589.0,916.0,1356.0,552.0,809.0,901.0,1457.0,10
0.3181,456.0,1075.0,775.0,589.0,916.0,1356.0,552.0,809.0,901.0,1457.0,20
0.4156,456.0,1075.0,775.0,589.0,916.0,1356.0,552.0,809.0,901.0,1457.0,30
0.4395,456.0,1075.0,775.0,589.0,916.0,1356.0,552.0,809.0,901.0,1457.0,40
0.477,456.0,1075.0,775.0,589.0,916.0,1356.0,552.0,809.0,901.0,1457.0,50
0.4796,456.0,1075.0,775.0,589.0,916.0,1356.0,552.0,809.0,901.0,1457.0,60
0.2517,846.0,803.0,912.0,1043.0,1378.0,1455.0,548.0,64.0,1201.0,1262.0,10
0.3454,846.0,803.0,912.0,1043.0,1378.0,1455.0,548.0,64.0,1201.0,1262.0,20
0.4061,846.0,803.0,912.0,1043.0,1378.0,1455.0,548.0,64.0,1201.0,1262.0,30
0.4431,846.0,803.0,912.0,1043.0,1378.0,1455.0,548.0,64.0,1201.0,1262.0,40
0.4464,846.0,803.0,912.0,1043.0,1378.0,1455.0,548.0,64.0,1201.0,1262.0,50
0.4583,846.0,803.0,912.0,1043.0,1378.0,1455.0,548.0,64.0,1201.0,1262.0,60
0.2242,936.0,383.0,1482.0,1040.0,490.0,1315.0,144.0,1419.0,697.0,518.0,10
0.3225,936.0,383.0,1482.0,1040.0,490.0,1315.0,144.0,1419.0,697.0,518.0,20
0.3715,936.0,383.0,1482.0,1040.0,490.0,1315.0,144.0,1419.0,697.0,518.0,30
0.4077,936.0,383.0,1482.0,1040.0,490.0,1315.0,144.0,1419.0,697.0,518.0,40
0.4142,936.0,383.0,1482.0,1040.0,490.0,1315.0,144.0,1419.0,697.0,518.0,50
0.4341,936.0,383.0,1482.0,1040.0,490.0,1315.0,144.0,1419.0,697.0,518.0,60
0.2296,689.0,1490.0,594.0,1495.0,580.0,594.0,427.0,937.0,665.0,524.0,10
0.3492,689.0,1490.0,594.0,1495.0,580.0,594.0,427.0,937.0,665.0,524.0,20
0.3936,689.0,1490.0,594.0,1495.0,580.0,594.0,427.0,937.0,665.0,524.0,30
0.4291,689.0,1490.0,594.0,1495.0,580.0,594.0,427.0,937.0,665.0,524.0,40
0.4753,689.0,1490.0,594.0,1495.0,580.0,594.0,427.0,937.0,665.0,524.0,50
0.4905,689.0,1490.0,594.0,1495.0,580.0,594.0,427.0,937.0,665.0,524.0,60
0.2198,1425.0,30.0,1254.0,1441.0,931.0,195.0,1348.0,31.0,1437.0,195.0,10
0.2812,1425.0,30.0,1254.0,1441.0,931.0,195.0,1348.0,31.0,1437.0,195.0,20
0.3228,1425.0,30.0,1254.0,1441.0,931.0,195.0,1348.0,31.0,1437.0,195.0,30
0.344,1425.0,30.0,1254.0,1441.0,931.0,195.0,1348.0,31.0,1437.0,195.0,40
0.3794,1425.0,30.0,1254.0,1441.0,931.0,195.0,1348.0,31.0,1437.0,195.0,50
0.3882,1425.0,30.0,1254.0,1441.0,931.0,195.0,1348.0,31.0,1437.0,195.0,60
0.2595,869.0,429.0,842.0,1395.0,709.0,1155.0,646.0,1173.0,1375.0,1007.0,10
0.382,869.0,429.0,842.0,1395.0,709.0,1155.0,646.0,1173.0,1375.0,1007.0,20
0.4333,869.0,429.0,842.0,1395.0,709.0,1155.0,646.0,1173.0,1375.0,1007.0,30
0.4601,869.0,429.0,842.0,1395.0,709.0,1155.0,646.0,1173.0,1375.0,1007.0,40
0.5003,869.0,429.0,842.0,1395.0,709.0,1155.0,646.0,1173.0,1375.0,1007.0,50
0.514,869.0,429.0,842.0,1395.0,709.0,1155.0,646.0,1173.0,1375.0,1007.0,60
0.2302,834.0,1009.0,700.0,1169.0,1209.0,1312.0,932.0,1052.0,384.0,1229.0,10
0.3827,834.0,1009.0,700.0,1169.0,1209.0,1312.0,932.0,1052.0,384.0,1229.0,20
0.4304,834.0,1009.0,700.0,1169.0,1209.0,1312.0,932.0,1052.0,384.0,1229.0,30
0.4778,834.0,1009.0,700.0,1169.0,1209.0,1312.0,932.0,1052.0,384.0,1229.0,40
0.4979,834.0,1009.0,700.0,1169.0,1209.0,1312.0,932.0,1052.0,384.0,1229.0,50
0.5265,834.0,1009.0,700.0,1169.0,1209.0,1312.0,932.0,1052.0,384.0,1229.0,60
0.2769,1459.0,1408.0,234.0,1371.0,517.0,363.0,1313.0,901.0,448.0,1169.0,10
0.3564,1459.0,1408.0,234.0,1371.0,517.0,363.0,1313.0,901.0,448.0,1169.0,20
0.4013,1459.0,1408.0,234.0,1371.0,517.0,363.0,1313.0,901.0,448.0,1169.0,30
0.4306,1459.0,1408.0,234.0,1371.0,517.0,363.0,1313.0,901.0,448.0,1169.0,40
0.4505,1459.0,1408.0,234.0,1371.0,517.0,363.0,1313.0,901.0,448.0,1169.0,50
0.4705,1459.0,1408.0,234.0,1371.0,517.0,363.0,1313.0,901.0,448.0,1169.0,60
0.2226,31.0,255.0,1100.0,1118.0,738.0,1854.0,1315.0,986.0,50.0,480.0,10
0.2951,31.0,255.0,1100.0,1118.0,738.0,1854.0,1315.0,986.0,50.0,480.0,20
0.3531,31.0,255.0,1100.0,1118.0,738.0,1854.0,1315.0,986.0,50.0,480.0,30
0.3572,31.0,255.0,1100.0,1118.0,738.0,1854.0,1315.0,986.0,50.0,480.0,40
0.3709,31.0,255.0,1100.0,1118.0,738.0,1854.0,1315.0,986.0,50.0,480.0,50
0.3907,31.0,255.0,1100.0,1118.0,738.0,1854.0,1315.0,986.0,50.0,480.0,60
0.2945,407.0,1420.0,1081.0,450.0,1048.0,1911.0,1454.0,1744.0,1056.0,48.0,10
0.3781,407.0,1420.0,1081.0,450.0,1048.0,1911.0,1454.0,1744.0,1056.0,48.0,20
0.4224,407.0,1420.0,1081.0,450.0,1048.0,1911.0,1454.0,1744.0,1056.0,48.0,30
0.4426,407.0,1420.0,1081.0,450.0,1048.0,1911.0,1454.0,1744.0,1056.0,48.0,40
0.4587,407.0,1420.0,1081.0,450.0,1048.0,1911.0,1454.0,1744.0,1056.0,48.0,50
0.4734,407.0,1420.0,1081.0,450.0,1048.0,1911.0,1454.0,1744.0,1056.0,48.0,60
0.2293,1578.0,443.0,549.0,402.0,1661.0,478.0,650.0,453.0,1272.0,1291.0,10
0.3101,1578.0,443.0,549.0,402.0,1661.0,478.0,650.0,453.0,1272.0,1291.0,20
0.335,1578.0,443.0,549.0,402.0,1661.0,478.0,650.0,453.0,1272.0,1291.0,30
0.428,1578.0,443.0,549.0,402.0,1661.0,478.0,650.0,453.0,1272.0,1291.0,40
0.4501,1578.0,443.0,549.0,402.0,1661.0,478.0,650.0,453.0,1272.0,1291.0,50
0.4624,1578.0,443.0,549.0,402.0,1661.0,478.0,650.0,453.0,1272.0,1291.0,60
0.2317,704.0,187.0,517.0,1084.0,200.0,1626.0,1510.0,1981.0,1081.0,418.0,10
0.3141,704.0,187.0,517.0,1084.0,200.0,1626.0,1510.0,1981.0,1081.0,418.0,20
0.3927,704.0,187.0,517.0,1084.0,200.0,1626.0,1510.0,1981.0,1081.0,418.0,30
0.4001,704.0,187.0,517.0,1084.0,200.0,1626.0,1510.0,1981.0,1081.0,418.0,40
0.4467,704.0,187.0,517.0,1084.0,200.0,1626.0,1510.0,1981.0,1081.0,418.0,50
0.4427,704.0,187.0,517.0,1084.0,200.0,1626.0,1510.0,1981.0,1081.0,418.0,60
0.3055,604.0,1519.0,1598.0,524.0,567.0,270.0,1067.0,1924.0,1599.0,929.0,10
0.3823,604.0,1519.0,1598.0,524.0,567.0,270.0,1067.0,1924.0,1599.0,929.0,20
0.4347,604.0,1519.0,1598.0,524.0,567.0,270.0,1067.0,1924.0,1599.0,929.0,30
0.4682,604.0,1519.0,1598.0,524.0,567.0,270.0,1067.0,1924.0,1599.0,929.0,40
0.4968,604.0,1519.0,1598.0,524.0,567.0,270.0,1067.0,1924.0,1599.0,929.0,50
0.4966,604.0,1519.0,1598.0,524.0,567.0,270.0,1067.0,1924.0,1599.0,929.0,60
0.2939,1247.0,943.0,773.0,1002.0,276.0,1458.0,1380.0,817.0,1305.0,473.0,10
0.3804,1247.0,943.0,773.0,1002.0,276.0,1458.0,1380.0,817.0,1305.0,473.0,20
0.4251,1247.0,943.0,773.0,1002.0,276.0,1458.0,1380.0,817.0,1305.0,473.0,30
0.4543,1247.0,943.0,773.0,1002.0,276.0,1458.0,1380.0,817.0,1305.0,473.0,40
0.4829,1247.0,943.0,773.0,1002.0,276.0,1458.0,1380.0,817.0,1305.0,473.0,50
0.489,1247.0,943.0,773.0,1002.0,276.0,1458.0,1380.0,817.0,1305.0,473.0,60
0.2276,430.0,507.0,1506.0,1083.0,205.0,1284.0,1698.0,382.0,953.0,61.0,10
0.326,430.0,507.0,1506.0,1083.0,205.0,1284.0,1698.0,382.0,953.0,61.0,20
0.3634,430.0,507.0,1506.0,1083.0,205.0,1284.0,1698.0,382.0,953.0,61.0,30
0.4194,430.0,507.0,1506.0,1083.0,205.0,1284.0,1698.0,382.0,953.0,61.0,40
0.4289,430.0,507.0,1506.0,1083.0,205.0,1284.0,1698.0,382.0,953.0,61.0,50
0.4333,430.0,507.0,1506.0,1083.0,205.0,1284.0,1698.0,382.0,953.0,61.0,60
0.2024,1522.0,927.0,541.0,1126.0,1360.0,889.0,498.0,348.0,1179.0,660.0,10
0.2966,1522.0,927.0,541.0,1126.0,1360.0,889.0,498.0,348.0,1179.0,660.0,20
0.3837,1522.0,927.0,541.0,1126.0,1360.0,889.0,498.0,348.0,1179.0,660.0,30
0.4137,1522.0,927.0,541.0,1126.0,1360.0,889.0,498.0,348.0,1179.0,660.0,40
0.4392,1522.0,927.0,541.0,1126.0,1360.0,889.0,498.0,348.0,1179.0,660.0,50
0.4551,1522.0,927.0,541.0,1126.0,1360.0,889.0,498.0,348.0,1179.0,660.0,60
0.2515,1692.0,603.0,1336.0,726.0,1284.0,1085.0,827.0,504.0,6.0,661.0,10
0.3359,1692.0,603.0,1336.0,726.0,1284.0,1085.0,827.0,504.0,6.0,661.0,20
0.4104,1692.0,603.0,1336.0,726.0,1284.0,1085.0,827.0,504.0,6.0,661.0,30
0.4208,1692.0,603.0,1336.0,726.0,1284.0,1085.0,827.0,504.0,6.0,661.0,40
0.4499,1692.0,603.0,1336.0,726.0,1284.0,1085.0,827.0,504.0,6.0,661.0,50
0.4271,1692.0,603.0,1336.0,726.0,1284.0,1085.0,827.0,504.0,6.0,661.0,60
0.226,281.0,506.0,206.0,1390.0,360.0,1474.0,294.0,1983.0,1069.0,855.0,10
0.3267,281.0,506.0,206.0,1390.0,360.0,1474.0,294.0,1983.0,1069.0,855.0,20
0.3697,281.0,506.0,206.0,1390.0,360.0,1474.0,294.0,1983.0,1069.0,855.0,30
0.3986,281.0,506.0,206.0,1390.0,360.0,1474.0,294.0,1983.0,1069.0,855.0,40
0.4098,281.0,506.0,206.0,1390.0,360.0,1474.0,294.0,1983.0,1069.0,855.0,50
0.4415,281.0,506.0,206.0,1390.0,360.0,1474.0,294.0,1983.0,1069.0,855.0,60
0.2736,427.0,1234.0,1929.0,1768.0,262.0,1130.0,989.0,1129.0,920.0,1506.0,10
0.4066,427.0,1234.0,1929.0,1768.0,262.0,1130.0,989.0,1129.0,920.0,1506.0,20
0.4321,427.0,1234.0,1929.0,1768.0,262.0,1130.0,989.0,1129.0,920.0,1506.0,30
0.4648,427.0,1234.0,1929.0,1768.0,262.0,1130.0,989.0,1129.0,920.0,1506.0,40
0.4791,427.0,1234.0,1929.0,1768.0,262.0,1130.0,989.0,1129.0,920.0,1506.0,50
0.4776,427.0,1234.0,1929.0,1768.0,262.0,1130.0,989.0,1129.0,920.0,1506.0,60
0.3169,1603.0,1728.0,258.0,1094.0,1437.0,190.0,1622.0,1978.0,142.0,1074.0,10
0.3779,1603.0,1728.0,258.0,1094.0,1437.0,190.0,1622.0,1978.0,142.0,1074.0,20
0.4175,1603.0,1728.0,258.0,1094.0,1437.0,190.0,1622.0,1978.0,142.0,1074.0,30
0.4275,1603.0,1728.0,258.0,1094.0,1437.0,190.0,1622.0,1978.0,142.0,1074.0,40
0.4507,1603.0,1728.0,258.0,1094.0,1437.0,190.0,1622.0,1978.0,142.0,1074.0,50
0.4473,1603.0,1728.0,258.0,1094.0,1437.0,190.0,1622.0,1978.0,142.0,1074.0,60
0.1911,333.0,1014.0,563.0,757.0,995.0,1188.0,607.0,782.0,780.0,592.0,10
0.3487,333.0,1014.0,563.0,757.0,995.0,1188.0,607.0,782.0,780.0,592.0,20
0.3989,333.0,1014.0,563.0,757.0,995.0,1188.0,607.0,782.0,780.0,592.0,30
0.4395,333.0,1014.0,563.0,757.0,995.0,1188.0,607.0,782.0,780.0,592.0,40
0.4583,333.0,1014.0,563.0,757.0,995.0,1188.0,607.0,782.0,780.0,592.0,50
0.4662,333.0,1014.0,563.0,757.0,995.0,1188.0,607.0,782.0,780.0,592.0,60
0.2903,1058.0,1924.0,808.0,796.0,1699.0,1065.0,390.0,965.0,1768.0,299.0,10
0.3703,1058.0,1924.0,808.0,796.0,1699.0,1065.0,390.0,965.0,1768.0,299.0,20
0.4138,1058.0,1924.0,808.0,796.0,1699.0,1065.0,390.0,965.0,1768.0,299.0,30
0.4467,1058.0,1924.0,808.0,796.0,1699.0,1065.0,390.0,965.0,1768.0,299.0,40
